Verdict,User,Merchant,Category,Pattern_Detected,AI_Confidence,AI_Reason,Start_Date,Last_Txn
Safe,user_5053,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-24,2024-08-17
Safe,user_5053,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-23,2024-12-16
Safe,user_5053,JavaJoint,Dining,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-10-09,2024-11-30
Safe,user_5053,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-24,2024-12-10
Safe,user_5053,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-29,2024-11-10
Safe,user_5053,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-11,2024-09-05
Safe,user_5053,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-29,2024-11-04
Safe,user_5053,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-06-09,2024-11-20
Safe,user_5056,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-03,2024-10-19
Safe,user_5056,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-22,2024-12-15
Safe,user_5056,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-03,2024-09-21
Safe,user_5056,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-14,2024-12-13
Safe,user_5056,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-31,2024-12-16
Safe,user_5056,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-05,2024-07-30
Safe,user_5056,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-03,2024-12-29
Safe,user_5056,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-07,2024-12-09
Safe,user_5056,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-17,2024-11-10
Safe,user_5056,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-11,2024-12-28
Safe,user_5056,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-28,2024-09-07
Safe,user_5075,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-14,2024-12-11
Safe,user_5075,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-05,2024-12-25
Safe,user_5075,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-15,2024-11-26
Safe,user_5075,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-07,2024-05-30
Safe,user_3328,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-27,2024-11-07
Safe,user_4463,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-13,2024-06-11
Safe,user_4463,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-04-01,2024-05-13
Safe,user_3559,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-08,2024-11-03
Safe,user_3559,FitPhysique,Health,None,Safety Score: 98.4%,Safe (Confidence 1.6%).,2023-11-26,2024-12-27
Safe,user_3559,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-17,2024-11-07
Safe,user_3559,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-05-24,2024-09-21
Safe,user_3559,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-16,2024-09-01
Safe,user_3559,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-09,2024-04-22
Safe,user_3559,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-10-09,2024-08-12
Safe,user_3559,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-04,2024-07-04
Safe,user_3559,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-08,2024-08-19
Safe,user_3559,UrbanElectric,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-31,2024-11-09
Safe,user_3567,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-29,2024-09-27
Safe,user_3559,CellConnect,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-14,2024-11-10
Safe,user_3567,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-27,2024-12-17
Safe,user_3567,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-24,2024-09-24
Safe,user_3567,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-11,2024-11-26
Safe,user_3567,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-28,2024-06-05
Safe,user_3567,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-23,2024-10-16
Safe,user_3567,QuickBite,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-07-26,2024-12-16
Safe,user_3567,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-11,2024-09-13
Safe,user_3567,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-03-22,2024-12-01
Safe,user_3567,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-04,2024-12-18
Safe,user_3567,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-07,2024-11-14
Safe,user_3755,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-18,2024-01-19
Safe,user_3755,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-11,2024-10-31
Safe,user_3567,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-28,2024-12-07
Safe,user_3559,BingeWatch,Entertainment,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-08-13,2024-05-05
Safe,user_3526,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-27,2024-05-05
Safe,user_3526,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-26,2024-10-14
Safe,user_3515,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-05,2024-12-29
Safe,user_3515,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-27,2024-09-08
Safe,user_3515,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-13,2024-12-20
Safe,user_3519,BingeWatch,Entertainment,None,Safety Score: 98.9%,Safe (Confidence 1.1%).,2024-08-11,2024-11-25
Safe,user_3519,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-08,2024-12-12
Safe,user_3519,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-17,2024-11-04
Safe,user_3519,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-13,2024-11-14
Safe,user_3519,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-25,2024-12-03
Safe,user_3519,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-11,2024-10-07
Safe,user_3519,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-05,2024-09-05
Safe,user_3519,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-01,2024-12-13
Safe,user_3519,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-06,2024-10-18
Safe,user_3519,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-11,2024-11-19
Safe,user_3519,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-09,2024-11-06
Safe,user_3519,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-26,2024-09-25
Safe,user_3526,BingeWatch,Entertainment,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-08-18,2024-11-27
Safe,user_3526,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-13,2024-12-10
Safe,user_3526,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-31,2024-08-29
Safe,user_3526,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-05,2024-12-24
Safe,user_3526,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-08,2024-12-05
Safe,user_3526,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-16,2024-12-24
Safe,user_3526,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-29,2024-12-19
Safe,user_3526,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-06-13,2024-12-18
Safe,user_3526,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-05,2024-12-16
Safe,user_3526,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-10,2024-12-28
Safe,user_3755,CityRail,Transport,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-08-19,2024-09-19
Safe,user_3515,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-20,2024-12-23
Safe,user_3755,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-11,2024-11-12
Safe,user_3755,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-12,2024-10-13
Safe,user_3811,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-20,2024-11-27
Safe,user_3869,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-10,2024-12-12
Safe,user_3869,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-15,2024-12-29
Safe,user_3869,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-16,2024-06-14
Safe,user_3869,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-08,2024-11-10
Safe,user_3869,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-04,2024-12-25
Safe,user_3869,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-15,2024-12-17
Safe,user_3869,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-03,2024-12-20
Safe,user_3869,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-09,2024-10-16
Safe,user_3869,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-23,2024-10-12
Safe,user_3869,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-17,2024-12-19
Safe,user_3811,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-01,2024-10-14
Safe,user_3869,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-08,2024-10-30
Safe,user_3911,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-02,2024-12-05
Safe,user_3911,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-25,2024-05-22
Safe,user_3911,CityRail,Transport,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-11-14,2024-11-03
Safe,user_3911,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-07,2024-05-09
Safe,user_3911,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-19,2023-07-27
Safe,user_3911,JavaJoint,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-07-29,2024-09-06
Safe,user_3911,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-19,2024-09-08
Safe,user_3911,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-13,2024-11-06
Safe,user_3911,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-10,2024-02-18
Safe,user_3911,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-03,2024-05-13
Safe,user_3911,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-16,2024-12-21
Safe,user_3869,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-08,2024-12-28
Safe,user_3811,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-28,2024-10-21
Safe,user_3811,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-13,2024-12-17
Safe,user_3811,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-26,2024-06-27
Safe,user_3755,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-07,2024-12-03
Safe,user_3755,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-18,2024-12-13
Safe,user_3755,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-11,2024-11-21
Safe,user_3755,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-30,2024-11-28
Safe,user_3755,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-09,2024-10-11
Safe,user_3755,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-17,2024-11-08
Safe,user_3805,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-30,2024-10-31
Safe,user_3805,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-03,2023-10-17
Safe,user_3805,CityRail,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-05,2024-10-13
Safe,user_3805,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-07,2024-11-06
Safe,user_3805,GadgetDepot,Electronics,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-07-15,2024-10-10
Safe,user_3805,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-04,2024-10-19
Safe,user_3805,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-09,2024-05-13
Safe,user_3805,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-22,2024-11-03
Safe,user_3805,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-02-24,2024-09-09
Safe,user_3805,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-04,2024-10-22
Safe,user_3805,UrbanElectric,Utilities,None,Safety Score: 98.6%,Safe (Confidence 1.4%).,2024-04-19,2024-09-16
Safe,user_3811,BingeWatch,Entertainment,None,Safety Score: 98.9%,Safe (Confidence 1.1%).,2023-08-27,2024-10-16
Safe,user_3811,BonusTech,Shopping,None,Safety Score: 67.0%,Safe (Confidence 33.0%).,2023-11-09,2023-11-23
Safe,user_3811,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-02,2024-11-26
Safe,user_3811,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-30,2024-12-27
Safe,user_3811,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-04,2024-12-25
Safe,user_3811,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-09,2024-07-22
Safe,user_3811,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-16,2024-10-26
Safe,user_3811,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-10-16,2024-10-10
Safe,user_3755,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-13,2024-12-01
Safe,user_3515,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-08,2024-08-14
Safe,user_3515,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-21,2024-07-30
Safe,user_3515,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-16,2024-11-13
Safe,user_3431,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-10,2024-12-15
Safe,user_3431,TravelEasy,Transport,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-11-03,2024-09-22
Safe,user_3431,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-06,2024-11-11
Safe,user_3431,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-11,2024-12-24
Safe,user_3436,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-18,2024-12-14
Safe,user_3436,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-13,2024-03-30
Safe,user_3436,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-07,2024-05-25
Safe,user_3436,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-11,2024-12-04
Safe,user_3436,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-14,2024-10-25
Safe,user_3436,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-10,2024-12-09
Safe,user_3436,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-16,2024-08-12
Safe,user_3431,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-07,2024-12-12
Safe,user_3436,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-29,2024-05-29
Safe,user_3436,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-07,2024-11-06
Safe,user_3436,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-18,2024-12-24
Safe,user_3436,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-08,2024-10-18
Safe,user_3451,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-19,2024-12-23
Safe,user_3451,CellConnect,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-25,2024-06-09
Safe,user_3451,CityRail,Transport,None,Safety Score: 96.2%,Safe (Confidence 3.8%).,2023-07-16,2024-02-24
Safe,user_3451,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-11,2024-12-08
Safe,user_3451,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-08,2024-11-30
Safe,user_3451,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-16,2024-10-19
Safe,user_3451,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-19,2024-12-16
Safe,user_3451,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-03,2024-09-13
Safe,user_3436,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-16,2024-10-07
Safe,user_3431,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-03,2024-06-14
Safe,user_3431,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-29,2024-10-28
Safe,user_3431,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-23,2024-10-15
Safe,user_3328,FitPhysique,Health,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-12,2024-12-20
Safe,user_3328,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-03,2024-08-04
Safe,user_3328,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-28,2024-09-16
Safe,user_3328,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-27,2024-12-25
Safe,user_3328,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-30,2024-10-03
Safe,user_3328,ReadAddict,Shopping,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-07-29,2024-08-28
Safe,user_3328,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-13,2024-12-22
Safe,user_3328,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-11,2024-10-30
Safe,user_3328,UrbanElectric,Utilities,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-09,2024-11-17
Safe,user_3386,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-10-29,2024-10-29
Safe,user_3386,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-08,2024-12-15
Safe,user_3386,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-09,2024-10-27
Safe,user_3386,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-17,2024-12-29
Safe,user_3386,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-10-27,2024-12-23
Safe,user_3386,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-09-06,2024-09-06
Safe,user_3386,JavaJoint,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2024-02-10,2024-10-25
Safe,user_3386,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-03-07,2024-12-10
Safe,user_3386,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-07,2024-09-17
Safe,user_3386,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-27,2024-08-15
Safe,user_3386,TrendSetter,Shopping,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2024-05-16,2024-08-20
Safe,user_3386,UrbanElectric,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-03,2024-09-13
Safe,user_3431,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-01,2024-11-16
Safe,user_3431,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-20,2024-12-20
Safe,user_3431,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-18,2024-10-19
Safe,user_3431,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-18,2024-11-24
Safe,user_3451,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-07,2024-10-23
Safe,user_3451,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-10,2024-10-10
Safe,user_3451,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-26,2024-11-12
Safe,user_3451,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-16,2024-11-25
Safe,user_3493,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-10-14,2024-12-26
Safe,user_3493,JavaJoint,Dining,None,Safety Score: 99.2%,Safe (Confidence 0.8%).,2023-10-09,2024-10-31
Safe,user_3493,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-24,2024-10-08
Safe,user_3493,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-31,2024-12-27
Safe,user_3493,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-21,2024-12-02
Safe,user_3493,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-15,2024-12-08
Safe,user_3493,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-27,2024-11-13
Safe,user_3501,BingeWatch,Entertainment,None,Safety Score: 98.6%,Safe (Confidence 1.4%).,2023-07-14,2024-08-29
Safe,user_3501,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-18,2024-11-26
Safe,user_3501,CityRail,Transport,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-08-28,2024-11-06
Safe,user_3501,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-10-07,2024-12-28
Safe,user_3501,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-16,2024-12-01
Safe,user_3501,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-26,2024-10-26
Safe,user_3501,JavaJoint,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-08-26,2024-10-13
Safe,user_3501,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-05-02,2024-11-15
Safe,user_3501,ReadAddict,Shopping,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-10,2024-07-29
Safe,user_3501,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-10,2024-07-25
Safe,user_3501,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-02-20,2024-06-21
Safe,user_3501,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-04-19,2024-04-20
Safe,user_3515,BingeWatch,Entertainment,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-27,2024-06-02
Safe,user_3515,BonusTech,Shopping,None,Safety Score: 67.0%,Safe (Confidence 33.0%).,2023-11-22,2023-12-06
Safe,user_3515,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-27,2024-12-17
